ordonnance, prescription;TDTR AN AM;Prescriptions;;;
press-book;TDTR;Presentation books;;;
communiqué de presse;TDTR;Press releases;;;
;TDTR;Pressbooks;;;
prix courans/t;(TL, N);price list;;;MT
tarif(f);TDTR (Afnor);Price lists;;;
code PLU (?) [price look-up];(CC 62, 35);price look-up code;;(not in ET);MT
étiquette de prix;TDTR (BB, Larousse);Price tags;;;AM
Argus du livre ancien et moderne;TDTR;Prices current;;Tentative d’équivalent français : L’Argus du livre ancien et moderne (1981-1991), devenu L’Argus du livre de collection (1992-2008) , service aujourd’hui assuré par le site Argus du Bibliophile (http://www.argusdubibliophile.com;
imprimé numéroté;(PL 1950);printed and numbered item;;;MT
imprimé perforé;(PL 1950);printed and perforated item;;;MT
vieux papier ;(Art pour tous);printed ephemera;;;AM
imprimé, formule imprimé;(Kettridge 1973);printed form, printed matter;;;AM
serviette de papier imprimée;(Petit 1997:21);printed paper napkin;;;AM
'brevet d''imprimeur';(Imp par l’image IV:12;printer’s licence;;;AM
'brevet d''imprimeur, extinction de';(Twyman, 2013:337) ;printer’s licence, cessation of;;;AM
sortie papier, impression;TDTR;Printouts;;;
estampe (1);TDTR;Prints;;;
lettre de prisonnier;TDTR;'Prisoners'' letters';;;
carton d’invitation privée;TDTR;Private view cards;;;
macaron de prix de concours agricole;TDTR;Prize cards;;;
étiquette de remise de prix, étiquette de prix;TDTR;Prize labels;;;
facture pro forma;(Kettridge 1973);pro forma invoice;;;AM
proclamation;TDTR(CC 69, 83);Proclamations;;;
procuration (2);(Kettridge 1973);procuration, power, proxy;;;AM
affiche de produit;TDTR;Product posters;;;
photo de scène;TDTR;Production stills;;;
certificat d’aptitude (p. ex. professionnelle);TDTR;Proficiency certifcates;;;
programme;TDTR (Afnor);Programmes;;;
épreuve;TDTR;Proofs;;;
enveloppe militante;TDTR;Propaganda envelopes;;;
carte postale militante;TDTR;Propaganda postcards;;;
affiche militante;TDTR;Propaganda posters;;;
prospectus (2);TDTR JGC p.ii (Afnor) JGC p.204;Prospectuses;;;
carte de prostitué(e);TDTR;'Prostitutes'' cards';;;
protection;TDTR;Protective coverings;;;
journal de protestation;TDTR;Protest magazines;;;
affiche de protestation;TDTR;Protest posters;;;
papier alimentaire;TDTR;Provision papers;;;
pouvoir;(Kettridge 1973);proxy;;;AM
affiche d’excuse ?;TDTR;Public apologies;;;
avis au public;(RT2000);public notice;;;AM
comptes de service public, rapport de service public;TDTR;Public service accounts;;;
maquette en blanc;;publishers dummy;JAL, AM, MT, TD;not in ET;
souscription;;'publisher''s prospectus';;;AM
diplôme de ponctualité ?;TDTR;Punctuality cards;;;
'facture d''achat';(Kettridge 1973);purchase invoice;;;AM
journal des achats;(Kettridge 1973);purchase(s) book (journal), invoice book;;;AM
casse-tête;TDTR (Afnor);Puzzles;;;
pyrogravure ;(AP);pyroengraving;;;MT
publicité de charlatan;(RT2000);quack advertising;;;AM
certificat de qualité;TDTR;Quality assurance certificates;;;
étiquette de qualité;TDTR;Quality assurance labels;;;
travaux de luxe;(PL 1902);quality/luxury goods;;(not in ET);MT
questionnaire;TDTR;Questionnaires;;;
ticket de queue;TDTR;Queue tickets;;;
quiz;TDTR;Quiz sheets;;;
programme (des courses);;race card;;;AM
licence radio;TDTR;Radio licences;;;
billet de tombola;TDTR, TLF;Raffle tickets;;;
carte de transport ferroviaire;TDTR;Rail cards;;;
plan de voiture de chemin de fer;TDTR;Railway carriage diagrams;;;
plaque de wagon;TDTR;Railway carriage labels,  Wagon labels;;;
affichette de voiture de chemin de fer;TDTR;Railway carriage panels;;;
guide de voyage en chemin de fer;TDTR;Railway journey guides;;;
timbre d’acheminement ferroviaire;TDTR;Railway stamps;;;
ticket (billet) de train;TDTR;Railway tickets;;;
horaire de trains;TDTR;Railway timetables;;;
carnet de rations;TDTR(CC 27, 14);Ration books;;;
ticket de rationnement, carte de rationnement;(40, 80);ration card;;(under ration book in ET);MT
ticket de rationnement;TDTR, TLF;Ration coupons;;;
paquet (boîte) de lames de rasoir;TDTR(CC 60, 12);Razor blade packets;;;
emballage (individuel) de lame de rasoir;TDTR(CC 55);Razor-blade wrappers;;;
liste de livres à lire;TDTR;Reading lists;;;
barème (barrême);(Kettridge 1973);ready reckoner;;;AM
étiquette de rame de papier;TDTR;Ream labels;;;
rébus;TDTR (Afnor) JGC p.340;Rebus, Rebuses;;;
reçu “payé”;TDTR;Receipted invoices;;;
quittance, reçu, note, facture;TDTR;Receipts;;;
recette, fiche cuisine;TDTR;Recipes;;;
formulaire de recommendation ?;TDTR;Recommendation forms;;;
carnet de souvenirs, mémorial;TDTR;Record books;;;
carnet (scolaire, de santé, de comptes, etc.);TDTR;Record cards;;;
jaquette de disque, pochette de disque;TDTR;Record covers;;;
procès-verbal de vente;(CC 65 supp);record of sales;;(not in ET);MT
pochette de disque;TDTR (Afnor);record sleeve;AM;;
chèque-cadeau de disque;TDTR;Record tokens;;;
document, dossier;TDTR;Records (Documents);;;
avis de recrutement;TDTR;Recruitment notices;;;
lettre de références;TDTR;References;;;
grand livre (2);(Kettridge 1973) ;register;;;AM
certificat nominatif;(Kettridge 1973);registered certificate (scrip);;;AM
certificat d’inscription[s];(F);registration certificate;;;MT
inscription (2);(F);registration form;;;MT
plaque d’immatriculation;(CC 57, 18);registration plate;;(not in ET);MT
étiquette parchemin pour envois;(S&A);reinforced delivery labels;;;MT
'ordre de sortie de prison, lettre d''élargissement';TDTR;Release warrants;;;
impression pour aveugles;;relief printing for the blind;;;AM
calendrier religieux;TDTR;Religious calendars;;;
image pieuse (2);TDTR;Religious cards;'JAL, AM, MT; TD';;
image pieuse, image religieuse;TDTR (Twyman 2013:392)(CC 30, 64);Religious prints;;;AM 
placard religieux;TDTR;Religious texts;;;
liste de choses à faire;TDTR;Reminder lists;;;
pense-bête;TDTR;Reminders;;;
carte de changement d’adresse (1);;Removal card;;;
enveloppe pour réparations;(S&A);repair [notification] envelope ;;;MT
registre de réperations;(S&A);repair book;;(not in ET);MT
étiquette pour repérations;(S&A);repair receipt for watches ?;;;MT
coupon-réponse;;reply card;;;AM
enveloppe réponse;(CC 28, 21);reply envelope (pre-paid?);;(not in ET);MT
bulletin-réponse;;reply form;;;AM
rapport;TDTR;Reports;;;
reproduction;TDTR;Reproductions;;;
résolution;TDTR;Resolutions;;;
coupon retour;(Kettridge 1973);return half (of a ticket);;;AM
billet aller et retour;(Kettridge 1973);return ticket;;;AM
timbre fiscal;;revenue stamp;;;AM
témoignage de satisfaction;(PL) MT;reward notice;;;MT
avis, annonce de récompense;TDTR;Reward notices;;;
bon point (scolaire), billet d’honneur,  billet de satisfaction, cachet d’honneur;TDTR  (PL, 1840) (PM) (PL);Rewards of merit;;;
bons points [pochette de];(CC 35, 91 FN)(PM);rewards of merit [packets of];;;MT
étiquette de rhum;(CC 67, 40);rhum label ;;;MT
ruban;TDTR;Ribbons;;;
guide de croisière fluviale;TDTR;River boat guides;;;
carte routière;TDTR (CC 52, 79);Road maps;;;AM MT
'tableau d''honneur';;roll of honour;;;AM
papier roulé;(CC 50, 14);rolled paperwork;;(not in ET);MT
carte de service de chambre;TDTR;Room service menus;;;
;TDTR;Rose sovenirs;;;
rosette (de décoration);TDTR;Rosettes;;;
cahier de brouillon;;rough book;JAL, AM, MT;;
main courante;(Kettridge 1973);rough book;;;AM
;TDTR;Round robins;;;
cachet;(CC 26, 3);rubber/copper stamp [the mark made from];;;MT
estampage;TDTR;Rubbings;;;
règlement (intérieur);TDTR (RT2000);Rules and regulations;;;
sachet de la Saint-Valentin en forme de cœur;TDTR;Sachet valentines;;;
sachet (2);TDTR;Sachets;;;
étiquette de conformité;TDTR;Safety check labels;;;
liste d’embarquement;TDTR;Sailing notices;;;
ordre d’achât;;sale bid made in absence;;(not in ET);MT
catalogue de vente (3);;sale catalogue;;;AM
facture de vente;(Kettridge 1973);sale invoice;;;AM
grand livre des ventes;(Kettridge 1973);sales ledger;;;AM
;TDTR;Sales tax tokens;;;
carnet d’échantillons;TDTR;Sample books;;;
bonnes pages;TDTR;Sample pages;;;
échantillon;TDTR;Samples;;;
écharpe (de maire, tricolore);TDTR;Sashes;;;
estampe satirique;TDTR JGC p.195;Satirical prints;;;
'livret (de la caisse d''épargne)';(Larousse);savings book;;;AM
timbre de caisse d’épargne;TDTR;Savings stamps;;;
carte parfumée;TDTR (CC 7/12/07 p.18) JAL(CC 28, 19) (Afnor);Scent cards;;;
comptes d’école;TDTR;School accounts;;;
carnet de présence scolaire;TDTR;School attendance records;;;
liste d’élèves;TDTR;School lists;;;
journal d’école;TDTR;School magazines;;;
menu de cantine (scolaire);TDTR;School menus;;;
registre d’élèves;TDTR;School registers;;;
carnet scolaire, bulletin scolaire;TDTR (RT2000);School reports;;;AM
;TDTR;School returns;;;
horaire d’établissement scolaire;TDTR;School timetables;;;
carnet de marque;TDTR;Score books;;;
carte de marque;TDTR;Score cards;;;
album (2);TDTR  (RT2000, Larousse);Scrapbooks;;;AM
découpi;TDTR (RT2000) (Afnor);Scraps;;;
carte à gratter, ticket à gratter;TDTR (CC 57, 10);Scratch cards;;;MT
certificat (2);(Kettridge 1973);scrip;;;AM /
presse à sceller;TDTR;Sealing wafers;;;
mandat d’amener;TDTR;Search warrants;;;
ticket de saison;TDTR;Season tickets (Events);;;
'carte de transport saisonnière, carte d''abonnement';TDTR;Season tickets (Transport);;;
ticket de réservation, ticket de chaise;TDTR;Seat reservation tickets;;;
plan de table (1);TDTR AM;Seating plans;;;
papier-valeur;(Kettridge 1973);Securities;;;AM
grand livre des valeurs;(Kettridge 1973);securities ledger;;;AM
marquage de sécurité;TDTR;Security devices;;;
enveloppe de sécurité;TDTR;Security envelopes;;;
étiquette de sécurité;TDTR;Security labels;;;
imprimerie fiduciaire;;security printing;;;AM
sachet de semences, de graines;TDTR;Seed packets;;;
étiquette autocollante;(Coulisses);self-adhesive label;;;AM
carte sentimentale;TDTR;Sentiment cards;;;
numéro de série;TDTR;Serial numbers;;;
bob en papier;TDTR;Service caps;;;
carnet d’entretien;TDTR;Servicing records;;;
patron de couture;TDTR (Afnor);Sewing patterns;;;
;TDTR;Shaker labels;;;
'action, titre d''actions';TDTR (Kettridge 1973) (Afnor);Share certificates;;;
'livre d''actionnaires';(Kettridge 1973);share register;;;AM
partition, feuille de musique;TDTR MT;Sheet music;;;
titre de musique;TDTR (Afnor) JGC p.327;Sheet music covers;;;
découpages en carton;(CC 55, 37);sheet of cutouts;;(not in ET as such);MT
feuille d’images Épinal;(CC 61, 83;sheet of Epinal images;;;MT
planche d’emballage ;(61, 29);sheet of wrapping paper;;(under food wrapper in ET);MT
couverture de partition (musicale);JGC p.339;sheet-music cover;;;AM
feuille;TDTR;Sheets;;;
étiquette d’étagère;TDTR;Shelf strips;;;
carte de départs;(Kettridge 1973);shipping card;;;AM
'documents d''embarquement (d''expédition, maritimes)';(Kettridge 1973);shipping documents;;;AM
'permis d''embarquement';(Kettridge 1973);shipping note;;;AM
manifeste de navire, état récapitulatif des connaissements;TDTR;'Ships'' manifests';;;
journal édité à bord (? journal de bord !);TDTR;'Ships'' newspapers';;;
expédition (2);(RT2000);'ship''s papers, clearance papers';;;AM
carte d’un paquebot, menu d’un paquebot, affiche d’un paquebot;TDTR;'Ships'' stationery';;;
'document d''avitaillement';TDTR;'Ships'' stores lists';;;
télégramme de navire en mer;TDTR;'Ships'' telegrams';;;
patron de chaussure;TDTR;Shoe patterns;;;
liste de commissions;TDTR;Shopping lists;;;
bloc-notes (sténo);;shorthand notebook, reporter’s notebook;;;AM
cartonnage publicitaire;(CC 28, 28/29, 30, 9) (CC 7/12/07 p.16) JAL;showcard (1);;;MT
plaque publicitaire (carton);(CC 52, 19);showcard (2);;;MT
publicité en carton;(CC 59, 18);showcard (3);;;MT
affichette, pancarte;TDTR;Showcards;;;
sidérographie;TDTR;Siderography;;;
enseigne tôle;(CC 27, 71);sign (tin/enamel);;;MT
code de signaux;TDTR;Signal codes;;;
marque-page (2);(Petit 1997:19);signet, bookmark;;;AM
signal, pancarte;TDTR;Signs (Notices);;;
silhouette;TDTR JGC p.299;Silhouettes;;;
;TDTR;Silks;;;
plan d’architecte;TDTR;Site plans;;;
carnet à dessin;TDTR;Sketchbooks;;;
papillon (1);(Kettridge 1973);slip, attachment;;;AM
affichette (2);(Petit, 1997: 19) (CC18/13/16 p.54) JAL (Afnor);small poster;;;AM
carte à puce/à mémoire;;smart card;;;AM
emballage de tabac à priser;TDTR;Snuff papers;;;
boîte à savon;(CC 64, 15);soap box;;(not in ET);MT
lingette;TDTR;Soap leaves;;;
;TDTR;Society cards;;;
programme d’association;TDTR;Society programmes;;;
étiquette de boisson non alcoolisée;(Petit 1997:13);soft drink label;;;AM
recueil de chansons, livret de partitions;(CC 72, 15)(CC 64, 17, 46, 12);song books;;;MT
feuille de chanson, partition de chansons, livret de chansons;TDTR  (CC 41, 113);Song sheets;;;MT
mémoire (1);(N);souvenir? report? ;;;MT
spam;TDTR;Spam;;;
timbre commémoratif;TDTR;Special issue stamps;;;
bon à tirer (bàt);TDTR;Specimen pages;;;
discours;TDTR;Speeches;;;
tableau d’orthographe;TDTR;Spelling aids;;;
canular;TDTR;Spoofs;;;
carte de sport;TDTR;Sports cards;;;
affiche de sport;TDTR;Sports posters;;;
pamphlet;(RT2000);squib, lampoon;;;AM
liste de prisonniers;TDTR;Staff lists;;;
timbre;(Afnor);stamp [mark made from copper and rubber tampons];;;MT
papier timbré;TDTR;Stamped papers;;;
timbre, vignette;TDTR;Stamps;;;
formule type;(Kettridge 1973);standard form;;;AM
triptyque PLV;TDTR;Standees;;;
Relevé, état [de dépense?];(PL 1830s);statement;;;AM MT
bordereau de compte;;statement of account;;;AM
factum (1);(Petit 1997:29);statement of the facts, memorial, factum;;;AM
relevé de compte;TDTR;Statements of accounts;;;
état des votes;TDTR;State-of-the-poll notices;;(mais pas en France);
emballage de papetier;TDTR;'Stationers'' envelopes';;;
étiquette de papetier;TDTR (RT2000);'Stationers'' labels';;;AM
papeterie;TDTR (Afnor);Stationery;;;
pochoir (autrefois patron);TDTR;Stencils;;;
plaque à jour, pour marquer les papiers d’emballage, etc;(TL);stencils for marking wrapping paper, etc;;(not in ET);MT
vue stéréoscopique;(CC 59, 6) (Afnor);stereograph;;;MT
stéréophotographie;TDTR;Stereographs;;;
signet en tissu;TDTR;Stevengraphs;;;
autocollant;TDTR (Petit, 1997: 19) AM (CC18/13/16 p.54) JAL (CC 62, 34) MT (Afnor);Stickers;;;
enveloppe rigide;(PC);stiff envelope;;(not in ET);MT
carte avec espace libre;TDTR;Stock cards;;;
titre;(Afnor) JGC p.376;stock certificate;;;AM
bulletin de la côte;;stock exchange daily official list;;;AM
inventaire de stock;TDTR;Stock lists;;;
storyboard;TDTR;Storyboards;;;
devis de chargement;(Kettridge 1973);stowage manifest;;;AM
annuaire d’adresses;TDTR;Street directories;;;
littérature de colportage, littérature populaire;TDTR (RT2000, mckitterick);Street literature;;;
plan de ville;TDTR;Street maps;;;
journal de grévistes;TDTR;Strike newspapers;;;
carte panoramique;TDTR;Strip maps;;;
présentoir;TDTR;Strutted cards;;;
annonce, avis d’étalon;TDTR;Stud notices;;;
tablette de cire, tablette à écrire;TDTR;Stylus tablets;;;
bon de souscription, bulletin de souscription, bulletin d’abonnement;(CC 67, 15);subscription form;;;AM MT
liste de souscription;TDTR;Subscription lists;;;
quittance de souscription;(Petit 1997:31);subscription receipt;;;AM
papier sucré ?;TDTR;Sugar leaves;;;
pochette de sucre;(CC 61, 29);sugar packet;;;MT
emballage de sucre;TDTR AM MT;Sugar wrappers;;;
lettre de suicide ?;TDTR;Suicide notes;;;
citation à comparaître;;summons, subpoena;;;AM
image d’école du dimanche;TDTR;Sunday school cards;;;
jeton de caddie;(CC 25, 24) (CC18/13/16 p.57) JAL;supermarket trolley jeton;;(not in ET);MT
grand livre des fournisseurs;(Kettridge 1973) ;suppliers ledger;;;AM
billet de loterie (2);TDTR;Sweepstake tickets;;(pas de sweepstakes en France);
emballage de bonbon, emballage berlingot;TDTR AM(CC 38, 34);Sweet wrappers;;;MT
carte à piste magnétique;TDTR;Swipe cards;;;
plan de table (2);TDTR;Table seating plans;;;
;TDTR;Table stationery;;;
tableau (2);TDTR (F) AM;Tables;;;MT
étiquette avec œillet métal;(B);tag (re-inforced label) ;;;MT
étiquette (à œillet);TDTR(RT2000, Larousse);Tags (Labels);;;
menu de plats à emporter;TDTR;Take-away menus;;;
compte;TDTR;Tallies;;;
bordereau, feuille de pointage;(Larousse)(Kettridge 1973);tally sheet;;;AM
liberbande;(S&A);tape [normally with wording];;(not in ET);MT
prix affichés;TDTR;Tariff cards;;;
carte de tarot, tarots;TDTR;Tarot cards;;à proscrire : “lame” de tarot;
formulaire fiscal;TDTR;Tax forms;;;
timbre fiscal, cachet fiscal;TDTR (Afnor);Tax stamps;;;
justificatif fiscal;TDTR;Tax vouchers;;;
enveloppe fiscalisée;TDTR;Tax wrappers;;;
tarif des taxis par zones;TDTR;Taxi fare maps;;;
licence de taxi;TDTR;Taxi licences;;;
sachet de thé;TDTR;Teabag sachets;;;
étiquette de sachet de thé;TDTR;Teabag tags;;;
soutien à l’enseignement, soutien scolaire;TDTR;Teaching aids;;;
page à découper;TDTR;Tear sheets;;;
page ou annonce à découper;TDTR;Tear-outs;;;
;;telegramme (use for telegraphe);;;MT
télégramme;TDTR;Telegrams;;;
bordereau de télégraphe;;telegraph form;;;AM
dépêche télégraphique;(Kettridge 1973);telegraphic message, telegram, wire;;;AM
carte de téléphone,  télécarte;TDTR AM (CC 52, 72);Telephone cards;;;MT
annuaire téléphonique, bottin;TDTR (RT2000 Kettridge) AM;Telephone directories ;;;
répertoire téléphonique ;(AP);telephone number book?;;;MT
timbre téléphone ?;TDTR;Telephone stamps;;;
;TDTR;Television licence stamps;;;
;TDTR;Television licences;;;
contrat de fermage;TDTR;Tenancy contracts;;;
attestation (2);(RT2000);testimonial;;;AM
recommandation, certificat de recommandation;TDTR;Testimonials;;;
papier parcheminé;(S&A, TL);textured paper, parchment finish;;(not in ET);MT
thaumatrope;TDTR;Thaumatropes;;;
affiche de théâtre (2);TDTR (RT2000) AM JGC p.407;Theatre posters;;;
programme de théâtre;TDTR;Theatre programmes;;;
billet de théâtre;;theatre ticket (1);;;AM
ticket de théâtre;TLF;theatre ticket (2);AM;;
invitation au théâtre;TDTR;Theatre tokens;;;
papillon (2);;ticket (parking);;;AM 
ticket;TDTR JGC p.387;Tickets;;voir p.401 pour la publicité au verso;
permission de sortie;TDTR;Tickets of leave;;;
rotatickets (tickets en rouleau);(PL 1952);tickets on the roll;;(not in ET);MT
horaire des marées;TDTR;Tide tables;;;
reçu de caisse;TDTR;Till receipts (1);;;
;;till receipts (2);;;MT
carte/fiche de pointage;;time cards;;;AM
chronotimbre;(Kettridge 1973);time stamp;;;AM
fiche horaire, feuille de presence;TDTR, (Kettridge 1973);Timesheets;;;
horaire, fiche horaires, indicateur;TDTR;Timetables;;;
boîte en tôle;(CC 67,16);tin box;;(not in ET);MT
estampe enrichie;TDTR;Tinsel prints;;;
titre de propriété (2);TDTR;Title deeds;;;
page de titre;TDTR (Afnor);Title pages;;;
;;tobacco cards (use cigarette cards);;;MT
emballage de tabac;TDTR;Tobacco packaging;;;
papier toilette, papier hygiénique,  papier w.-c.;TDTR;Toilet paper;;;
couvre lunette wc;TDTR;Toilet seat covers;;;
bande sanitaire (ou hygiénique) wc;TDTR;Toilet seat seals;;;
tarif de péage;TDTR;Toll rate notices;;;
ticket de péage (3);TDTR;Toll tickets;;;
guide touristique;;tourist guide;;;AM
carte touristique;TDTR;Tourist maps;;;
plan monumental touristique ;(67, 18);tourist town plan;;(under street map in ET);MT
livre-jouet;TDTR;Toy books;;;
personnage de théâtre de papier;TDTR;Toy theatre figures;;;
décor de théâtre de papier;TDTR;Toy theatre scenery;;;
théâtre de papier, théâtre de marionettes;TDTR;Toy theatres;;;
jeu pédagogique;TDTR (CC 50, 9) (Afnor);Toys;;;
prospectus publicitaire;TDTR;Trade advertisers;;;
carte-adresse, carte (d’)adresse,  carte de commerce, adresse;TDTR (TL, N, PL 1900) (RT2000) AM (S&A) (TL, PL 1839) (RT2000, Lambert 2001);Trade cards;;;
catalogue commercial;TDTR;Trade catalogues;;;
bulletin de remboursement;(Kettridge 1973);trade charge letter, cash on delivery letter;;;AM
annuaire de commerce, annuaire commercial;TDTR;Trade directories;;;
page d’annuaire commercial;TDTR;Trade directory pages;;;
étiquette commerciale;TDTR;Trade labels;;;
liste commerciale;TDTR;Trade lists;;;
catalogue professionnel;(CC 48, 15);trade/manufacturer’s catalogue;;;MT
marque de commerce, marque déposée, marque de fabrique;TDTR (CC 30, 33) JGC p.395;Trademarks;;;MT
autorisation de vente ambulante;TDTR;'Traders'' licences';;;
vignettes à collectionner;TDTR;Trading stamps;;;
graphique de circulation;TDTR;Train diagrams;;;
laçage;(FN, with scope note);training aid for lacing shoes;;(not in ET);MT
ticket de tram;TDTR;Tram tickets;;;
horaire de tram;TDTR;Tram timetables;;;
carte de délégué syndical itinérant;TDTR;Tramping cards;;;
feuille de transfert;(Kettridge 1973);transfer deed, deed of transfer;;;AM
lettres transfert;TDTR;Transfer letters;;;
feuille de transfert, feuille de décalcomanies,   planche de décalques;TDTR,  ABMP (CC 61, 19);Transfer sheets;;;
transparent;(RT2000);Transparency;;;
plan de métro, carte ferroviaire, routière;TDTR;Transport maps;;;
ordre de transfert;TDTR;Transportation warrants;;;
affiche de voyage;TDTR;Travel and transport posters;;;
carte de voyageur;;travel card;'JAL, AM, MT, TD';;
carte sénior;TDTR;Travel cards;;;
menu de wagon-restaurant, voiture-bar, etc.;TDTR;Travel menus;;;
titre de séjour;TDTR;Travel tickets;;;
horaire de voyage;TDTR;Travel timetables;;;
bon de transport [for german items] ;(39, 14);travel tokens;;(not in ET);MT
coupon de voyage;TDTR;Travel vouchers;;;
dossier de voyage;TDTR;Travel wallets;;;
chèque voyage;TDTR;Travel warrants;;;
'travellers'' cheque,  chèque de voyage';TDTR (Kettridge 1973);'Travellers'' cheques';;;
traité;AN JGC p.ii;treaty;;;
ticket de trolleybus;TDTR;Trolleybus tickets;;;
certificat fiduciaire;(Kettridge 1973);trustee’s certificate;;;AM
ticket de péage (4);TDTR;Turnpike tickets;;;
;TDTR;Tyburn certificates;;;
feuille de spécimens de caractères;TDTR;Type specimen sheets;;;
feuille non découpée;TDTR;Uncut sheets;;;
recherche d’emploi ?;TDTR;Unemployed appeals;;;
label (de qualité de fabrication);TDTR ( RT2000);Union labels;;;
obligation à la souche;(Kettridge 1973);unissued debentures;;;AM
périodique sans timbre (GB);TDTR;Unstamped periodicals;;;
carte de la Saint-Valentin;TDTR;Valentines;;;
vignette automobile;TDTR;Vehicle licences;;;
'certificat d''immatriculation';TDTR;Vehicle registration documents;;;
vide-poches;TDTR;Vide poches;;;
carte vue;TDTR;View cards;;;
carnet de vues;TDTR;Viewbooks;;;
;TDTR;Vinegar valentines;;;
visa;TDTR, AN;Visas;;;
enveloppe pour cartes de visites;ABMP;visiting card envelope;;(not in ET);MT
carte de visite deuil;(PC, PM);visiting card, mourning;;(not in ET);MT
carte de visite (2);TDTR MT, JGC p.35 (Afnor) (JGC p.37) History in JGC p37 (CC18/13/16 p.55) JAL;Visiting cards;;;MT
liste de visiteurs;TDTR;Visitor lists;;;
carte de réduction (pour touristes);TDTR;'Visitors'' cards';;;
livre des visiteurs;TDTR;'Visitors'' registers';;;
visuel commercial;TDTR;Visuals;;;
;TDTR;Vivate ribbon;;;
volvelle;TDTR;Volvelles;;;
bulletin de vote;(Afnor);Voting papers;JAL, AM, MT, TD;;MT
justificatif;(Kettridge 1973) ;voucher;;;AM
album/feuille à colorier/de coloriages;(RT2000, 2000) AM;;;;
calendrier mural;(Imp par image IV:12) JGC p.229, CC18/13/16 p.55 JGC p.229;wall calendar;;;AM
carte murale;(FN PM) TDTR;Wall cards;;;MT
planche murale,  carte murale scolaire;TDTR (CC 32, 78);Wallcharts;;;MT
dossier, classeur;TDTR;Wallets;;;
papier peint;(Afnor) JGC p.224;wallpaper;;;AM
échantillon de papier peint;TDTR;Wallpaper samples;;;
avis de recherche de criminel;TDTR;Wanted notices (Crime);;;
annonce d’achat de métaux, de feraille, de chiffons, etc.;TDTR;Wanted notices (Goods);;;
avertissement;TDTR;Warning notices;;;
mandat (2);TDTR;Warrant;;;
;;warranties (used for guarantees);;;MT
affiche de guerre;TDTR;Wartime posters;;;
cadran de montre en papier illustré,  étiquette de réclame (allant dans le couvercle de la montre);TDTR (S&A);Watchpapers;;;MT
filigrane;TDTR (RT2000) JGC p.1;Watermarks;;;AM
pochette étanche;(CC 38, 33);waterproof sachet;;(not in ET);MT
feuille de route,  lettre de voiture;(RT2000, Larousse, Kettridge);Waybill;;;AM
lettre de transport;TDTR;Waybills;;;
album de mariage;TDTR;Wedding albums;;;
faire-part de marriage;(Afnor);wedding announcement;;;AM
couronne de mariée;(PL 1908);wedding headress;;(not in ET);MT
billet de mariage (2);ABMP;wedding invitation;;;MT
liste de mariage;;wedding list;;;
menu de mariage;TDTR;Wedding menus;;;
livret de messe de mariage, programme de mariage;TDTR;Wedding service cards;;;
papeterie de mariage;TDTR;Wedding stationery;;;
certificat de pesée de véhicule;TDTR;Weighbridge tickets;;;
ticket de pesée;TDTR;Weight cards;;;
bulletin de pesage;;weight note;;;AM
bon de quai;;wharfinger’s receipt;;;AM
;TDTR;White feather letter;;;
testament;TDTR AN AM;Wills;;;
affichette de vitrine;TDTR;Window bills;;;
enveloppe à fenêtre;TDTR (Kettridge 1973);Window envelopes;;;
vitrophanie,  diaphanie, lithophanie, simili-vitraux, vitrauphanie,  transparent;TDTR (PL 1935);Window transparencies;;;MT
étiquette de vin;TDTR (CC18/13/16 p.57) JAL (RT2000, Coulisses) AM;Wine labels;;;
carte des vins;TDTR;Wine lists;;;
cornet à bigorneaux ?;TDTR;Winkle bags;;;
bordereau de retrait;;withdrawal slip;;;AM
autorisation de remboursement;(Kettridge 1973);withdrawal warrant;;;AM
permis de travail;TDTR;Work permits;;;
'carte d''abonnement de travail';(Kettridge 1973);worker’s season ticket;;;AM
comptes d’hospice;TDTR;Workhouse accounts;;;
feuille de travail;TDTR;Worksheets;;;
portrait tissé;(CC 35, 49);woven portrait;;(under Stevengraph in ET);MT
emballage, enveloppe,  jaquette;TDTR;Wrappers;;;AM
papier d’emballage / pour emballage;TDTR  S&A B, PL 1891 ABMP (Afnor) JGC p.502;Wrapping paper;;;MT AM
;;Wreath cards;;;
courrier (2);TDTR (CC 4/3/16 p.57) JAL;Wreck covers;;;
;TDTR;Writing blanks;;;
'modèle d''écriture';AM;writing models;;;JAL, AM, MT
papier à écrire;TDTR;Writing paper;;;
convention écrite;(Kettridge 1973);written agreement;;;AM
planning à l’année;TDTR;Year planners;;;
annuaire (3);(Kettridge 1973);yearbook;;;
folio;(RT2000);'''zine';;;AM
zine, magazine alternatif;TDTR ;Zines;;;
disque de zootrope;TDTR;Zoetrope discs;;;
bande de zootrope;TDTR;Zoetrope strips;;;
acceptance;(Kettridge 1973);;;?? (JAL);
acceptation de transfert;(Kettridge 1973);;;;
accusé de reception ;(Kettridge 1973);;;;
acquit ;(Kettridge 1973);;;;
acquit à caution ;(Kettridge 1973);;;;
acquit de paiement ;(Kettridge 1973);;;;
acte de caution (cautionnement) ;(Kettridge 1973);;;;
'acte de compromis (d''avaries) ';(Kettridge 1973);;;;
acte de décès;(Afnor);;;;
acte de francisation ;(Kettridge 1973);;;;
acte de mariage ;AN AM (Afnor);;;;
acte de nantissement ;(Kettridge 1973);;;;
acte de propriété ;(Kettridge 1973);;;;
acte de transmission, cession, mutation ;(Kettridge 1973);;;;
